	frame	subF	1stSym	symbol#	cellId	rnti	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	559	9	8	15	2	4	5805	10	0	5.45135	 	0	4.03594e-07
DL	560	0	3	1	2	3	1776	28	0	45.1955	 	0	0
DL	560	0	4	17	2	4	6579	10	0	1.88069	 	1	1
DL	560	0	21	1	2	1	1776	28	0	38.3333	 	0	0
DL	560	0	22	1	2	2	1776	28	0	31.0903	 	0	0
DL	560	1	7	6	2	4	2317	10	0	1.88069	 	1	1
UL	560	2	1	1	1	1	1254	22	0	8.72438 	1	1
DL	560	2	2	20	2	4	7740	10	0	1.88069	 	1	1
DL	560	4	1	22	2	4	4255	6	0	1.88069	 	0	0
DL	560	6	1	6	2	4	2317	10	1	1.88069	 	0	0.372415
DL	560	6	7	16	2	4	3092	6	0	1.88069	 	0	0
UL	560	7	7	1	1	1	1254	22	1	16.4921 	0	0
DL	560	8	2	17	2	4	3286	6	0	1.88069	 	0	0
DL	561	0	1	6	2	1	10685	28	0	38.3333	 	0	0
DL	561	0	7	6	2	2	10685	28	0	50.8633	 	0	0
DL	561	0	13	6	2	3	10685	28	0	32.4958	 	0	3.33067e-16
DL	561	2	1	22	2	4	4255	6	0	4.61434	 	0	0
DL	561	3	6	6	2	4	1157	6	0	4.61434	 	0	0
UL	561	4	1	1	1	1	768	16	0	16.4921 	0	0
DL	561	4	2	18	2	4	3481	6	0	4.61434	 	0	0
DL	561	4	20	1	2	1	1776	28	0	36.1904	 	0	0
DL	561	4	21	1	2	2	1776	28	0	50.8633	 	0	0
DL	561	4	22	1	2	3	1776	28	0	32.4958	 	0	3.33067e-16
DL	561	5	6	1	2	1	1776	28	0	36.1904	 	0	0
DL	561	5	7	1	2	2	1776	28	0	50.8633	 	0	0
DL	561	5	8	1	2	3	1776	28	0	32.4958	 	0	3.33067e-16
DL	561	5	9	5	2	4	963	6	0	4.61434	 	0	0
DL	561	6	1	4	2	1	7120	28	0	36.1904	 	0	0
DL	561	6	6	4	2	2	7120	28	0	50.8633	 	0	0
DL	561	6	11	4	2	3	7120	28	0	32.4958	 	0	1.11022e-15
DL	561	6	16	4	2	4	1131	8	0	4.61434	 	0	0
DL	561	7	6	1	2	1	1776	28	0	36.1904	 	0	0
DL	561	7	7	1	2	2	1776	28	0	50.8633	 	0	0
DL	561	7	8	1	2	3	1776	28	0	32.4958	 	0	3.33067e-16
DL	561	7	9	8	2	4	2268	8	0	4.61434	 	0	0
DL	561	8	1	1	2	1	1776	28	0	36.1904	 	0	0
DL	561	8	2	1	2	2	1776	28	0	50.8633	 	0	0
DL	561	8	3	1	2	3	1776	28	0	32.4958	 	0	3.33067e-16
DL	561	8	4	8	2	4	2268	8	0	4.61434	 	0	0
DL	561	9	6	17	2	4	4823	8	0	4.61434	 	0	0
DL	562	0	2	2	2	4	567	8	0	4.61434	 	0	0
DL	562	0	4	1	2	1	1776	28	0	36.1904	 	0	0
DL	562	0	5	1	2	2	1776	28	0	50.8633	 	0	0
DL	562	0	6	1	2	3	1776	28	0	32.4958	 	0	3.33067e-16
DL	562	1	6	2	2	4	567	8	0	6.03826	 	0	0
DL	562	2	1	22	2	4	6242	8	0	6.03826	 	0	0
DL	562	3	22	1	2	4	282	8	0	6.03826	 	0	0
DL	562	4	1	22	2	4	6242	8	0	6.03826	 	0	0
DL	562	5	22	1	2	4	476	12	0	6.03826	 	0	9.05291e-06
DL	562	6	1	17	2	4	8115	12	0	6.03826	 	0	3.91682e-07
UL	563	0	1	1	1	1	1351	23	0	15.3245 	1	0.999958
DL	563	0	2	6	2	1	10685	28	0	36.7299	 	0	0
DL	563	0	8	6	2	2	10685	28	0	31.0391	 	0	0
DL	563	0	14	6	2	3	10685	28	0	45.0289	 	0	0
DL	563	4	1	6	2	1	10685	28	0	45.6847	 	0	0
DL	563	4	7	6	2	2	10685	28	0	34.5837	 	0	0
DL	563	4	13	2	2	3	3558	28	0	33.9116	 	0	0
DL	563	4	15	3	2	4	1429	12	0	4.92998	 	1	1
UL	563	5	1	1	1	1	1351	23	1	15.3245 	0	0
DL	563	5	8	1	2	3	1776	28	0	33.9116	 	0	0
DL	563	5	9	1	2	1	1776	28	0	45.6847	 	0	0
DL	563	5	10	1	2	2	1776	28	0	34.5837	 	0	0
DL	563	6	1	1	2	3	1776	28	0	33.9116	 	0	0
DL	563	6	3	14	2	4	6683	12	0	4.92998	 	1	1
DL	563	6	17	2	2	1	3558	28	0	45.6847	 	0	0
DL	563	6	20	2	2	2	3558	28	0	34.5837	 	0	0
DL	563	7	7	5	2	1	8903	28	0	45.6847	 	0	0
DL	563	7	12	5	2	2	8903	28	0	34.5837	 	0	0
DL	563	7	17	4	2	3	7120	28	0	33.9116	 	0	0
DL	563	7	21	2	2	4	950	12	0	4.92998	 	1	0.999999
DL	563	8	1	2	2	3	3558	28	0	33.9116	 	0	0
DL	563	8	3	3	2	4	1157	10	0	4.92998	 	0	0.0345304
DL	563	8	6	6	2	1	10685	28	0	45.6847	 	0	0
DL	563	8	12	6	2	2	10685	28	0	34.5837	 	0	0
DL	563	9	7	3	2	4	1429	12	1	4.92998	 	0	0
DL	564	0	1	1	2	3	1776	28	0	33.9116	 	0	0
DL	564	0	2	2	2	4	567	8	0	4.92998	 	0	0
DL	564	0	4	1	2	1	1776	28	0	45.6847	 	0	0
DL	564	0	5	1	2	2	1776	28	0	34.5837	 	0	0
DL	564	1	7	2	2	4	768	10	0	4.92998	 	0	1.20904e-09
UL	564	2	1	1	1	1	1254	22	0	15.5423 	0	0.000301342
DL	564	2	2	1	2	4	385	10	0	4.92998	 	0	3.66031e-05
DL	564	2	3	2	2	4	950	12	1	4.92998	 	0	0
DL	564	2	5	1	2	4	385	10	0	4.92998	 	0	3.66031e-05
DL	564	2	6	1	2	1	1776	28	0	45.6847	 	0	0
DL	564	2	7	1	2	2	1776	28	0	34.5837	 	0	0
DL	564	2	8	1	2	3	1776	28	0	33.9116	 	0	0
DL	564	3	7	1	2	4	385	10	0	4.92998	 	0	3.66031e-05
DL	564	4	1	14	2	4	6683	12	1	5.09598	 	0	0
DL	564	4	15	2	2	4	768	10	0	5.09598	 	0	1.11022e-16
DL	564	4	17	1	2	1	1776	28	0	39.0163	 	0	0
DL	564	4	18	1	2	2	1776	28	0	31.2096	 	0	0
DL	564	4	19	1	2	3	1776	28	0	45.1484	 	0	0
DL	564	5	7	1	2	4	385	10	0	5.09598	 	0	1.91863e-08
DL	564	6	1	2	2	4	768	10	0	5.09598	 	0	1.11022e-16
DL	564	6	3	1	2	1	1776	28	0	39.0163	 	0	0
DL	564	6	4	1	2	2	1776	28	0	31.2096	 	0	0
DL	564	6	5	1	2	3	1776	28	0	45.1484	 	0	0
DL	564	7	7	1	2	4	385	10	0	5.09598	 	0	1.91863e-08
DL	564	8	1	2	2	4	768	10	0	5.09598	 	0	1.11022e-16
DL	564	8	3	1	2	1	1776	28	0	39.0163	 	0	0
DL	564	8	5	1	2	2	1776	28	0	31.2096	 	0	0
DL	564	8	7	1	2	3	1776	28	0	45.1484	 	0	0
DL	564	9	7	1	2	4	385	10	0	5.09598	 	0	1.91863e-08
DL	565	0	1	2	2	4	768	10	0	5.09598	 	0	1.11022e-16
DL	565	0	3	1	2	1	1776	28	0	39.0163	 	0	0
DL	565	0	4	1	2	2	1776	28	0	31.2096	 	0	0
DL	565	0	5	1	2	3	1776	28	0	45.1484	 	0	0
DL	565	1	7	1	2	4	385	10	0	5.09598	 	0	1.91863e-08
DL	565	2	2	2	2	4	768	10	0	5.09598	 	0	1.11022e-16
DL	565	2	4	1	2	1	1776	28	0	39.0163	 	0	0
DL	565	2	5	1	2	2	1776	28	0	31.2096	 	0	0
DL	565	2	6	1	2	3	1776	28	0	45.1484	 	0	0
DL	565	3	6	1	2	4	385	10	0	5.09598	 	0	1.91863e-08
UL	565	4	1	1	1	1	1254	22	0	17.1595 	0	0
DL	565	4	2	2	2	4	768	10	0	1.74618	 	1	1
DL	565	4	4	1	2	1	1776	28	0	46.4282	 	0	0
DL	565	4	5	1	2	2	1776	28	0	31.9483	 	0	0
DL	565	4	6	1	2	3	1776	28	0	34.8034	 	0	0
DL	565	5	6	1	2	4	385	10	0	1.74618	 	1	1
DL	565	6	1	2	2	4	768	10	0	1.74618	 	1	1
DL	565	6	3	1	2	1	1776	28	0	46.4282	 	0	0
DL	565	6	4	1	2	2	1776	28	0	31.9483	 	0	0
DL	565	6	5	1	2	3	1776	28	0	34.8034	 	0	0
DL	565	7	6	1	2	4	385	10	0	1.74618	 	1	1
DL	565	8	1	2	2	4	567	8	0	1.74618	 	0	0.0964181
DL	565	8	3	1	2	1	1776	28	0	46.4282	 	0	0
DL	565	8	4	1	2	2	1776	28	0	31.9483	 	0	0
DL	565	8	5	1	2	3	1776	28	0	34.8034	 	0	0
DL	565	9	6	2	2	4	768	10	1	1.74618	 	0	2.16716e-13
DL	565	9	8	3	2	4	580	6	0	1.74618	 	0	0
DL	566	0	1	1	2	4	385	10	1	1.74618	 	0	2.23283e-06
DL	566	0	2	2	2	4	567	8	0	1.74618	 	0	0.0964181
DL	566	0	4	1	2	1	1776	28	0	46.4282	 	0	0
DL	566	0	6	1	2	2	1776	28	0	31.9483	 	0	0
DL	566	0	8	1	2	3	1776	28	0	34.8034	 	0	0
DL	566	1	6	2	2	4	768	10	1	1.74618	 	0	2.16716e-13
DL	566	1	8	3	2	4	580	6	0	1.74618	 	0	0
DL	566	2	1	1	2	4	385	10	1	1.74618	 	0	2.23283e-06
UL	567	0	1	1	1	1	1351	23	0	14.5319 	1	1
DL	567	0	2	2	2	1	3558	28	0	47.3848	 	0	0
DL	567	0	4	2	2	2	3558	28	0	34.2438	 	0	0
DL	567	0	6	2	2	3	3558	28	0	34.9325	 	0	0
DL	567	1	22	1	2	4	191	6	0	1.46158	 	0	4.5521e-10
DL	567	2	1	22	2	4	4255	6	0	1.46158	 	0	0
DL	567	3	7	16	2	4	3092	6	0	1.46158	 	0	0
DL	567	4	1	16	2	4	3092	6	0	1.46158	 	0	0
DL	567	4	17	2	2	1	3558	28	0	47.3848	 	0	0
DL	567	4	19	2	2	2	3558	28	0	34.2438	 	0	0
DL	567	4	21	2	2	3	3558	28	0	34.9325	 	0	0
UL	567	5	1	1	1	1	1351	23	1	14.5319 	0	0
DL	567	5	8	1	2	1	1776	28	0	47.3848	 	0	0
DL	567	5	9	1	2	2	1776	28	0	34.2438	 	0	0
DL	567	5	10	1	2	3	1776	28	0	34.9325	 	0	0
DL	567	5	11	1	2	4	191	6	0	1.46158	 	0	4.5521e-10
DL	567	6	1	4	2	1	7120	28	0	47.3848	 	0	0
DL	567	6	6	4	2	2	7120	28	0	34.2438	 	0	0
DL	567	6	11	4	2	3	7120	28	0	34.9325	 	0	0
DL	567	6	16	4	2	4	768	6	0	1.46158	 	0	0
DL	567	7	7	1	2	1	1776	28	0	47.3848	 	0	0
DL	567	7	8	1	2	2	1776	28	0	34.2438	 	0	0
DL	567	7	9	1	2	3	1776	28	0	34.9325	 	0	0
DL	567	7	10	9	2	4	1737	6	0	1.46158	 	0	0
DL	567	8	1	1	2	1	1776	28	0	47.3848	 	0	0
DL	567	8	2	1	2	2	1776	28	0	34.2438	 	0	0
DL	567	8	3	1	2	3	1776	28	0	34.9325	 	0	0
DL	567	8	4	9	2	4	1737	6	0	1.46158	 	0	0
DL	567	9	7	16	2	4	3092	6	0	1.46158	 	0	0
DL	568	0	1	2	2	4	385	6	0	2.91716	 	0	0
DL	568	0	3	1	2	1	1776	28	0	39.9559	 	0	0
DL	568	0	4	1	2	2	1776	28	0	32.3993	 	0	0
DL	568	0	5	1	2	3	1776	28	0	44.3851	 	0	0
DL	568	1	7	3	2	4	580	6	0	2.91716	 	0	0
UL	568	2	1	1	1	1	1157	21	0	15.5338 	0	0
DL	568	2	2	18	2	4	3481	6	0	2.91716	 	0	0
DL	568	2	20	1	2	1	1776	28	0	39.9559	 	0	0
DL	568	2	21	1	2	2	1776	28	0	32.3993	 	0	0
DL	568	2	22	1	2	3	1776	28	0	44.3851	 	0	0
DL	568	3	7	16	2	4	3092	6	0	2.91716	 	0	0
DL	568	4	1	19	2	4	5390	8	0	2.91716	 	0	0
DL	568	4	20	1	2	1	1776	28	0	39.9559	 	0	0
DL	568	4	21	1	2	2	1776	28	0	32.3993	 	0	0
DL	568	4	22	1	2	3	1776	28	0	44.3851	 	0	0
DL	568	5	7	3	2	4	846	8	0	2.91716	 	0	0
DL	568	6	1	2	2	4	567	8	0	2.91716	 	0	0
DL	568	6	3	1	2	1	1776	28	0	39.9559	 	0	0
DL	568	6	4	1	2	2	1776	28	0	32.3993	 	0	0
DL	568	6	5	1	2	3	1776	28	0	44.3851	 	0	0
DL	568	7	7	2	2	4	567	8	0	2.91716	 	0	0
DL	568	8	1	2	2	4	567	8	0	2.91716	 	0	0
DL	568	8	3	1	2	1	1776	28	0	39.9559	 	0	0
DL	568	8	5	1	2	2	1776	28	0	32.3993	 	0	0
DL	568	8	7	1	2	3	1776	28	0	44.3851	 	0	0
DL	568	9	7	2	2	4	567	8	0	2.91716	 	0	0
DL	569	0	1	2	2	4	567	8	0	5.46462	 	0	0
DL	569	0	3	1	2	1	1776	28	0	39.7371	 	0	0
DL	569	0	4	1	2	2	1776	28	0	31.438	 	0	0
DL	569	0	5	1	2	3	1776	28	0	45.3293	 	0	0
DL	569	1	7	2	2	4	567	8	0	5.46462	 	0	0
DL	569	2	1	2	2	4	567	8	0	5.46462	 	0	0
DL	569	2	3	1	2	1	1776	28	0	39.7371	 	0	0
DL	569	2	4	1	2	2	1776	28	0	31.438	 	0	0
DL	569	2	5	1	2	3	1776	28	0	45.3293	 	0	0
DL	569	3	7	2	2	4	567	8	0	5.46462	 	0	0
UL	569	4	1	1	1	1	1254	22	0	15.3046 	0	0.0172013
DL	569	4	2	2	2	4	768	10	0	5.46462	 	0	0
DL	569	4	4	1	2	1	1776	28	0	39.7371	 	0	0
DL	569	4	5	1	2	2	1776	28	0	31.438	 	0	0
DL	569	4	6	1	2	3	1776	28	0	45.3293	 	0	0
DL	569	5	7	1	2	4	385	10	0	5.46462	 	0	4.77396e-15
DL	569	6	1	2	2	4	768	10	0	5.46462	 	0	0
DL	569	6	3	1	2	1	1776	28	0	39.7371	 	0	0
DL	569	6	4	1	2	2	1776	28	0	31.438	 	0	0
DL	569	6	5	1	2	3	1776	28	0	45.3293	 	0	0
DL	569	7	7	1	2	4	385	10	0	5.46462	 	0	4.77396e-15
DL	569	8	1	2	2	4	768	10	0	5.46462	 	0	0
DL	569	8	3	1	2	1	1776	28	0	39.7371	 	0	0
DL	569	8	4	1	2	2	1776	28	0	31.438	 	0	0
DL	569	8	5	1	2	3	1776	28	0	45.3293	 	0	0
DL	569	9	7	1	2	4	385	10	0	5.46462	 	0	4.77396e-15
DL	570	0	1	2	2	4	768	10	0	2.8627	 	1	1
DL	570	0	3	1	2	1	1776	28	0	38.8659	 	0	0
DL	570	0	5	1	2	2	1776	28	0	31.7858	 	0	0
DL	570	0	7	1	2	3	1776	28	0	44.8337	 	0	0
DL	570	1	7	1	2	4	385	10	0	2.8627	 	1	1
DL	570	6	8	1	2	4	385	10	1	2.8627	 	0	0
UL	571	0	8	1	1	1	1254	22	0	5.3065 	1	1
DL	571	0	9	2	2	1	3558	28	0	46.6149	 	0	0
DL	571	0	11	2	2	2	3558	28	0	31.9399	 	0	0
DL	571	0	13	2	2	3	3558	28	0	35.038	 	0	0
UL	571	1	22	1	1	1	1254	22	0	5.3065 	1	1
DL	571	2	9	14	2	4	3970	8	0	2.68251	 	0	8.96376e-08
DL	571	4	8	15	2	4	4255	8	0	2.68251	 	0	8.96376e-08
UL	571	5	7	1	1	1	1254	22	1	5.3065 	1	0.39243
UL	571	6	1	1	1	1	1254	22	1	5.3065 	1	0.39243
DL	571	6	10	10	2	4	2836	8	0	2.68251	 	0	5.97584e-08
DL	571	8	8	15	2	4	4255	8	0	2.68251	 	0	8.96376e-08
UL	572	0	1	1	1	1	1254	22	2	6.98835 	0	7.44585e-05
DL	572	0	9	8	2	4	2268	8	0	5.81286	 	0	0
DL	572	0	17	2	2	1	3558	28	0	39.9882	 	0	0
DL	572	0	19	2	2	2	3558	28	0	28.6659	 	0	0
DL	572	0	21	2	2	3	3558	28	0	45.2146	 	0	0
UL	572	1	8	1	1	1	1254	22	2	6.98835 	0	7.44585e-05
UL	572	2	7	1	1	1	476	12	0	6.98835 	0	0
DL	572	2	8	15	2	4	4255	8	0	5.81286	 	0	0
UL	572	3	22	1	1	1	476	12	0	6.98835 	0	0
DL	572	4	3	20	2	4	9548	12	0	5.81286	 	0	0.0533599
DL	572	6	1	19	2	4	9071	12	0	5.81286	 	0	0.0493584
DL	573	2	1	22	2	4	10504	12	0	2.41984	 	1	1
DL	573	3	6	17	2	4	8115	12	0	2.41984	 	1	1
UL	573	4	1	1	1	1	619	14	0	18.1283 	0	0
DL	573	4	2	6	2	4	2862	12	0	2.41984	 	1	1
DL	573	8	1	22	2	4	10504	12	1	2.41984	 	0	3.80166e-06
DL	573	9	7	6	2	4	2862	12	1	2.41984	 	0	1.0863e-06
DL	574	2	17	6	2	4	1698	8	0	5.83961	 	0	0
DL	574	3	22	1	2	4	282	8	0	5.83961	 	0	0
DL	574	6	8	15	2	4	7159	12	0	5.83961	 	0	7.92716e-05
DL	574	8	8	12	2	4	5727	12	0	5.83961	 	0	6.34177e-05
DL	575	0	1	18	2	4	8592	12	0	5.83961	 	0	9.51251e-05
UL	575	1	17	1	1	1	1449	24	0	16.4124 	1	0.999102
UL	575	2	1	1	1	1	1449	24	0	16.4124 	1	0.999102
DL	575	2	2	6	2	4	2862	12	0	5.83961	 	0	3.17094e-05
DL	575	2	8	5	2	1	8903	28	0	36.8852	 	0	0
DL	575	2	13	5	2	2	8903	28	0	31.2964	 	0	0
DL	575	2	18	5	2	3	8903	28	0	44.6811	 	0	0
DL	575	3	6	5	2	1	8903	28	0	38.2742	 	0	0
DL	575	3	11	4	2	2	7120	28	0	31.6424	 	0	0
DL	575	3	15	4	2	3	7120	28	0	44.6811	 	0	0
DL	575	3	19	4	2	4	1906	12	0	5.80516	 	0	2.5113e-06
DL	575	4	1	3	2	2	5341	28	0	31.6424	 	0	0
DL	575	4	4	3	2	3	5341	28	0	44.6811	 	0	0
DL	575	4	7	4	2	4	1906	12	0	5.80516	 	0	2.5113e-06
DL	575	4	11	2	2	1	3558	28	0	38.2742	 	0	0
DL	575	5	22	1	2	4	476	12	0	5.80516	 	0	7.37117e-05
UL	575	6	1	1	1	1	1449	24	1	16.4124 	0	0
DL	575	6	2	2	2	4	950	12	0	5.80516	 	0	0.000147418
UL	575	7	1	1	1	1	1449	24	1	16.4124 	0	0
DL	575	7	7	16	2	4	7639	12	0	5.80516	 	0	8.63386e-07
DL	575	8	1	19	2	4	9071	12	0	5.80516	 	0	1.00452e-05
DL	575	9	8	10	2	4	4771	12	0	5.80516	 	0	5.8597e-06
DL	576	2	1	9	2	4	4294	12	0	5.80516	 	0	5.0226e-06
DL	576	3	12	11	2	4	5250	12	0	3.43348	 	1	1
DL	576	4	7	13	2	4	6203	12	0	3.43348	 	1	1
DL	576	4	20	1	2	1	1776	28	0	37.8061	 	0	0
DL	576	4	21	1	2	2	1776	28	0	30.8277	 	0	0
DL	576	4	22	1	2	3	1776	28	0	45.6518	 	0	0
DL	576	5	12	11	2	4	5250	12	0	3.43348	 	1	1
DL	576	6	1	10	2	4	4771	12	0	3.43348	 	1	1
DL	576	8	1	11	2	4	5250	12	1	3.43348	 	0	0
UL	577	0	1	1	1	1	1351	23	0	7.16293 	1	1
DL	577	0	12	11	2	4	5250	12	1	3.43348	 	0	0
UL	577	1	7	1	1	1	1351	23	0	7.16293 	1	1
DL	577	1	11	10	2	4	4771	12	1	3.43348	 	0	0
DL	577	2	1	13	2	4	6203	12	1	3.43348	 	0	0
DL	577	2	14	5	2	4	1416	8	0	3.43348	 	0	0
DL	577	4	8	4	2	4	1131	8	0	1.53306	 	1	1
DL	577	4	12	2	2	1	3558	28	0	40.9959	 	0	0
DL	577	4	14	3	2	2	5341	28	0	32.3114	 	0	0
DL	577	4	17	3	2	3	5341	28	0	45.3793	 	0	0
UL	577	5	7	1	1	1	1351	23	1	7.16293 	0	0
UL	577	6	1	1	1	1	1351	23	1	7.16293 	0	0
DL	577	6	3	20	2	4	5675	8	0	1.53306	 	1	1
DL	577	8	1	22	2	4	4255	6	0	1.53306	 	0	0
DL	578	0	1	22	2	4	4255	6	0	1.53306	 	0	0
UL	578	2	4	1	1	1	619	14	0	16.5994 	0	0
DL	578	2	5	18	2	4	3481	6	0	1.53306	 	0	0
DL	578	3	12	11	2	4	2126	6	0	1.53306	 	0	0
DL	578	4	11	2	2	4	385	6	0	2.14932	 	0	0
DL	578	8	1	6	2	4	1698	8	0	2.14932	 	0	0.0593286
DL	578	8	7	6	2	1	10685	28	0	39.8607	 	0	6.66134e-16
DL	578	8	13	5	2	2	8903	28	0	31.4172	 	0	0
DL	578	8	18	5	2	3	8903	28	0	44.7711	 	0	0
DL	578	9	6	1	2	2	1776	28	0	31.4172	 	0	0
DL	578	9	7	1	2	3	1776	28	0	44.7711	 	0	0
DL	578	9	8	15	2	4	4255	8	0	2.14932	 	0	0.115137
DL	579	0	6	17	2	4	4823	8	0	2.14932	 	0	0.132995
DL	579	1	6	17	2	4	4823	8	0	2.14932	 	0	0.132995
DL	579	2	1	7	2	4	1983	8	0	2.14932	 	0	0.0593286
UL	579	4	1	1	1	1	1351	23	0	5.81227 	1	1
DL	579	8	7	1	2	1	1776	28	0	47.0824	 	0	0
UL	579	9	6	1	1	1	1351	23	1	14.4058 	0	0
DL	580	2	12	1	2	4	282	8	0	1.84311	 	1	0.239957
UL	580	6	1	1	1	1	476	12	0	14.4058 	0	0
UL	580	7	13	1	1	1	476	12	0	14.4058 	0	0
DL	580	7	14	1	2	4	282	8	1	1.84311	 	0	0
DL	580	8	1	1	2	1	1776	28	0	47.0824	 	0	0
DL	581	0	1	6	2	1	10685	28	0	46.5284	 	0	0
DL	581	0	7	6	2	2	10685	28	0	27.002	 	0	0
DL	581	0	13	5	2	3	8903	28	0	34.2949	 	0	0
DL	581	0	18	5	2	4	963	6	0	2.32368	 	0	0
DL	581	1	7	4	2	3	7120	28	0	34.2949	 	0	0
DL	581	1	11	4	2	4	768	6	0	2.32368	 	0	0
DL	581	1	15	4	2	1	7120	28	0	46.5284	 	0	0
DL	581	1	19	4	2	2	7120	28	0	27.002	 	0	0
DL	581	2	1	2	2	3	3558	28	0	34.2949	 	0	0
DL	581	2	3	18	2	4	3481	6	0	2.32368	 	0	0
DL	581	2	21	1	2	1	1776	28	0	46.5284	 	0	0
DL	581	2	22	1	2	2	1776	28	0	27.002	 	0	0
DL	581	3	7	16	2	4	3092	6	0	2.32368	 	0	0
DL	581	4	7	15	2	4	2901	6	0	2.32368	 	0	0
DL	581	5	8	15	2	4	4255	8	0	2.32368	 	1	0.46658
DL	581	6	2	13	2	4	2512	6	0	2.32368	 	0	0
UL	581	8	1	1	1	1	1157	21	0	14.5221 	0	0.000240086
DL	582	0	1	15	2	4	4255	8	1	2.49582	 	0	0
DL	582	2	1	1	2	3	1776	28	0	44.7251	 	0	0
DL	582	2	2	1	2	1	1776	28	0	37.4029	 	0	0
DL	582	2	3	1	2	2	1776	28	0	29.0958	 	0	0
DL	582	6	21	1	2	4	282	8	0	2.49582	 	0	0.00119922
UL	583	2	21	1	1	1	1157	21	0	13.0559 	1	1
DL	583	2	22	1	2	3	1776	28	0	36.0645	 	0	0
UL	583	3	22	1	1	1	1157	21	0	13.0559 	1	1
DL	583	4	5	8	2	1	14247	28	0	46.416	 	0	0
DL	583	4	13	5	2	2	8903	28	0	32.8264	 	0	0
DL	583	4	18	1	2	3	1776	28	0	36.0645	 	0	0
DL	583	5	8	3	2	1	5341	28	0	46.416	 	0	0
DL	583	6	1	22	2	4	6242	8	0	1.94321	 	0	0.0412723
UL	583	7	1	1	1	1	1157	21	1	13.0559 	0	0
DL	583	7	9	14	2	4	3970	8	0	1.94321	 	0	0.0277077
UL	583	8	1	1	1	1	1157	21	1	13.0559 	0	0
DL	583	8	2	21	2	4	5960	8	0	1.94321	 	0	0.0367719
DL	583	9	15	8	2	4	2268	8	0	1.94321	 	0	0.0139512
DL	584	0	1	22	2	4	6242	8	0	1.94321	 	1	0.0412723
DL	584	1	8	15	2	4	4255	8	0	1.94321	 	0	0.0277077
DL	584	2	1	22	2	4	6242	8	0	1.94321	 	0	0.0412723
DL	584	3	8	15	2	4	4255	8	0	2.94291	 	0	1.22835e-12
UL	584	4	1	1	1	1	963	19	0	5.64012 	1	1
DL	584	4	2	21	2	4	5960	8	0	2.94291	 	0	1.6378e-12
UL	584	9	8	1	1	1	963	19	1	3.70879 	1	0.966296
DL	585	0	10	13	2	4	3688	8	0	2.94291	 	0	1.02363e-12
DL	585	2	16	7	2	4	1983	8	0	2.94291	 	0	6.14175e-13
UL	585	4	1	1	1	1	963	19	2	3.70879 	0	0
DL	585	4	3	20	2	4	5675	8	0	2.04195	 	1	0.235959
UL	586	0	22	1	1	1	476	12	0	7.22637 	0	0
DL	586	2	22	1	2	4	191	6	0	2.04195	 	0	0
DL	586	6	21	2	2	4	385	6	0	2.47717	 	0	0
DL	586	8	14	9	2	4	1737	6	0	2.47717	 	0	0
DL	586	9	17	6	2	4	1157	6	0	2.47717	 	0	0
DL	587	0	1	22	2	4	6242	8	0	2.47717	 	0	1.11925e-07
DL	587	1	17	2	2	4	567	8	0	2.47717	 	0	1.24361e-08
DL	587	1	20	1	2	1	1776	28	0	41.8169	 	0	0
DL	587	1	21	1	2	2	1776	28	0	29.4162	 	0	0
DL	587	1	22	1	2	3	1776	28	0	44.9768	 	0	0
UL	587	2	1	1	1	1	619	14	0	15.0433 	0	0
DL	587	2	2	6	2	1	10685	28	0	41.8169	 	0	0
DL	587	2	8	5	2	2	8903	28	0	29.4162	 	0	0
DL	587	2	13	5	2	3	8903	28	0	44.9768	 	0	0
DL	587	2	18	5	2	4	1416	8	0	2.47717	 	0	2.48722e-08
DL	587	3	17	2	2	2	3558	28	0	29.4162	 	0	0
DL	587	3	19	2	2	3	3558	28	0	44.9768	 	0	0
DL	587	3	21	1	2	4	282	8	0	2.47717	 	0	0.0110969
DL	587	3	22	1	2	1	1776	28	0	41.8169	 	0	0
DL	587	4	1	19	2	4	5390	8	0	2.47717	 	0	9.94886e-08
DL	587	4	20	1	2	1	1776	28	0	41.8169	 	0	0
DL	587	4	21	1	2	2	1776	28	0	29.4162	 	0	0
DL	587	4	22	1	2	3	1776	28	0	44.9768	 	0	0
DL	587	5	8	15	2	4	4255	8	0	2.47717	 	0	7.46164e-08
DL	587	6	1	22	2	4	6242	8	0	2.47717	 	0	1.11925e-07
DL	587	7	7	8	2	4	2268	8	0	5.90773	 	0	0
DL	587	8	1	22	2	4	6242	8	0	5.90773	 	0	0
DL	587	9	13	10	2	4	2836	8	0	5.90773	 	0	0
DL	588	0	7	16	2	4	4540	8	0	5.90773	 	0	0
DL	588	1	13	5	2	4	2382	12	0	5.90773	 	0	8.87934e-08
UL	588	4	1	1	1	1	1157	21	0	17.8417 	0	0
DL	588	4	2	6	2	4	2862	12	0	5.90773	 	0	8.87934e-08
DL	588	4	8	5	2	1	8903	28	0	37.5788	 	0	0
DL	588	4	13	5	2	2	8903	28	0	32.567	 	0	0
DL	588	4	18	5	2	3	8903	28	0	44.9933	 	0	0
DL	588	5	6	4	2	1	7120	28	0	37.5788	 	0	0
DL	588	5	10	4	2	2	7120	28	0	32.567	 	0	0
DL	588	5	14	4	2	3	7120	28	0	44.9933	 	0	0
DL	588	5	18	5	2	4	2382	12	0	5.90773	 	0	8.87934e-08
